"height","backscatter"
5,NA
10,NA
15,NA
20,NA
25,30.9709256565657
30,30.0101718518517
35,29.8324713804716
40,29.9302472727272
45,29.9284354208754
50,29.7764650505051
55,29.6190048484849
60,29.5105372390572
65,29.4196448484848
70,29.6480119865319
75,29.6787372390573
80,29.6770043097643
85,29.6235823569024
90,29.5438538720538
95,29.5820356902356
100,29.6978428282829
105,29.779082962963
110,29.7823971717171
115,29.7521595959597
120,29.668418855219
125,29.5445267340067
130,29.3896226262626
135,29.2258360942761
140,29.0733377777778
145,28.9390592592593
150,28.8137684848484
155,28.7011797979798
160,28.5702913131313
165,28.4409358922559
170,28.3157583838384
175,28.2024114478115
180,28.0500467340067
185,27.8564954882154
190,27.5944284175084
195,27.2760486195287
200,26.8933379124579
205,26.4791217508418
210,26.0358257239055
215,25.5661163636364
220,25.0534824242423
225,24.4963694276094
230,23.9124122558924
235,23.3435498989898
240,22.7528196632996
245,22.211533063973
250,21.7227680808081
255,21.3033402020202
260,20.9611762962963
265,20.7241195959596
270,20.6050006734006
275,20.5953228282827
280,20.6956340740743
285,20.8782747474746
290,21.1146797306398
295,21.3889107070706
300,21.6545811447813
305,21.9394045791249
310,22.2174624915827
315,22.5218474074075
320,22.7690041750842
325,23.0626591245792
330,23.3420637037037
335,23.6078266666668
340,23.8496824242423
345,24.0887814141414
350,24.1806770370371
355,24.2080237037037
360,24.1461368350168
365,23.9506119865321
370,23.6307816835018
375,23.1394984511785
380,22.5414898316499
385,21.8658319191918
390,21.0539742760943
395,20.148574006734
400,19.2607501683501
405,18.3733544781145
410,17.4294026936026
415,16.5627352188553
420,15.7284262626263
425,15.016575084175
430,14.2632747474747
435,13.6040047138049
440,13.1086944107743
445,12.7549391245791
450,12.5363672727272
455,12.5164844444445
460,12.6759249831648
465,13.0224482154882
470,13.5428515824916
475,14.2073142087543
480,15.0551224242424
485,15.9789713131314
490,16.8735604040404
495,17.7812983164983
500,18.5901485521886
505,19.2748272053871
510,19.7731707744109
515,20.0461691582491
520,20.2503947474748
525,20.3484871380472
530,20.2504917171718
535,20.054537912458
540,19.8985121885522
545,19.7035446464645
550,19.4630971043772
555,19.0400106397306
560,18.4822187205388
565,17.8307330639733
570,16.8992114478115
575,15.8553072053872
580,14.6838696296297
585,13.4711034343434
590,12.1755717171718
595,10.9464526599327
600,9.79205723905731
605,8.96173050505057
610,8.24337656565657
615,7.8536845791247
620,7.63608861952848
625,7.61241400673401
630,7.67991811447819
635,8.23905548821538
640,8.41975528619541
645,8.78054451178457
650,9.58029683501686
655,10.1173348148148
660,11.0744005387205
665,11.712191919192
670,12.6571651178452
675,13.3511656565658
680,14.4261981144782
685,14.9245352188554
690,16.0224944107745
695,16.6635235016834
700,17.0341377777778
705,17.2837635016834
710,17.3812593939393
715,17.4009528619529
720,17.3201319865321
725,17.1731388552188
730,16.9314414814813
735,16.5946106397305
740,16.168083097643
745,15.6566088888888
750,15.0997112457911
755,14.4404577777777
760,13.697542087542
765,12.8238237037036
770,11.9258154882154
775,10.9342191245791
780,9.96869885521887
785,9.00812525252512
790,8.200336161616
795,7.48347380471392
800,6.95860888888896
805,6.61475218855214
810,6.50764632996618
815,6.59913602693609
820,6.85505939393933
825,7.24094801346799
830,7.6951709090907
835,8.20648404040404
840,8.77068646464636
845,9.40929037037058
850,10.112649292929
855,10.8225620202023
860,11.5468176430976
865,12.2009640404042
870,12.8380548148149
875,13.4395523232323
880,14.0288249158249
885,14.5197117845119
890,14.920472053872
895,15.1563595959597
900,15.2338118518518
905,15.1229458585857
910,14.8564390572389
915,14.4805664646465
920,13.9886826936027
925,13.3552293602694
930,12.6832471380472
935,11.913636094276
940,11.1167726599327
945,10.2170352861952
950,9.35223259259259
955,8.56811286195287
960,7.86949441077442
965,7.26494222222243
970,6.80495151515164
975,6.46143286195288
980,6.22333643097653
985,6.14552659932663
990,6.19791164983163
995,6.36971878787867
1000,6.65421185185193
1005,6.97268915824886
1010,7.3901742760943
1015,7.89650141414139
1020,8.43355218855214
1025,9.02038074074065
1030,9.68671865319856
1035,9.88960875420877
1040,10.6258892929291
1045,11.3170533333333
1050,11.7319892255892
1055,12.4953665993266
1060,12.9410546801349
1065,12.4694193939392
1070,11.9714012121213
1075,11.5893555555555
1080,11.3465952861952
1085,11.8580841750843
1090,12.0019226936028
1095,11.8718816161615
1100,11.6224804040404
1105,10.5977175757576
1110,9.670142087542
1115,9.51613737373754
1120,9.64789831649838
1125,9.66111878787853
1130,9.45999838383817
1135,8.83887407407411
1140,7.87246585858597
1145,6.98233387205372
1150,6.38258760942764
1155,5.95934060606061
1160,5.79681966329957
1165,5.73201858585857
1170,5.48662814814816
1175,5.2059647138047
1180,5.06187878787866
1185,4.85022612794591
1190,4.80729858585861
1195,4.90944686868674
1200,5.1552826936026
1205,5.70960121212136
1210,6.37235138047143
1215,6.98953252525266
1220,7.61198087542094
1225,8.22614949494943
1230,8.76990828282829
1235,9.34748175084168
1240,9.91585010101007
1245,10.5048336700336
1250,11.0947143434346
1255,11.5239668686872
1260,11.747358922559
1265,11.8502676094276
1270,11.768555690236
1275,11.4952478114478
1280,11.1184041750841
1285,10.6411458585858
1290,10.1238607407408
1295,9.6102286868688
1300,9.08688781144779
1305,8.50005279461287
1310,7.92540956228955
1315,7.30630195286196
1320,6.75314478114496
1325,6.17291030303035
1330,5.63283542087542
1335,5.19128444444431
1340,4.92042154882169
1345,4.75109831649829
1350,4.71924888888895
1355,4.74150276094275
1360,4.80548996633002
1365,4.82047690235691
1370,5.01915164983168
1375,5.34765117845119
1380,5.83681333333332
1385,6.38959555555576
1390,6.92953387205372
1395,7.26551663299662
1400,7.53638572390575
1405,7.72151973063984
1410,8.01394060606066
1415,8.32704579124586
1420,8.65154127946129
1425,8.83385077441065
1430,8.9354595286195
1435,8.91325656565659
1440,8.91202208754209
1445,8.9264734006734
1450,9.03575892255885
1455,9.0723082828282
1460,9.03466154882155
1465,8.86307178451177
1470,8.46163043771035
1475,8.0520045791244
1480,7.75181750841745
1485,7.4889248484849
1490,7.1823586531987
1495,6.9060057912457
1500,6.4411158249157
1505,6.0891604040404
1510,5.73717872053849
1515,5.47852323232334
1520,5.31822828282827
1525,5.20387730639734
1530,5.16621306397313
1535,5.17267865319865
1540,5.25529508417507
1545,5.21626828282816
1550,5.33388430976431
1555,5.29260094276082
1560,5.25368417508408
1565,5.08548565656571
1570,5.14534370370357
1575,5.13157629629624
1580,5.05847084175081
1585,5.01026087542078
1590,5.08360134680131
1595,5.2883919191919
1600,5.57334868686855
1605,5.84110922558927
1610,6.26284673400681
1615,6.78797252525238
1620,7.09364430976427
1625,7.48008619528614
1630,7.6678405387207
1635,7.54255851851859
1640,7.25702020202029
1645,6.97364767676754
1650,6.66925562289554
1655,6.29846693602676
1660,5.84995030303038
1665,5.35144619528627
1670,4.89439151515166
1675,4.28150397306395
1680,3.77187043771036
1685,3.37556336700338
1690,3.16862464646463
1695,2.80710814814804
1700,2.44346801346795
1705,2.24124848484845
1710,2.16071313131322
1715,2.05875420875423
1720,2.17392336700334
1725,2.39353279461278
1730,2.88318760942758
1735,3.33863501683496
1740,3.66191905723903
1745,3.75558491582496
1750,3.99388983164979
1755,4.17055299663301
1760,4.38835865319866
1765,4.74762464646462
1770,5.09796875420878
1775,5.27431286195281
1780,5.25863124579122
1785,5.27776821548825
1790,5.22865750841745
1795,5.42266114478104
1800,5.52055420875423
1805,5.56141333333342
1810,5.48258491582503
1815,5.12654208754192
1820,4.5107986531987
1825,4.12398760942754
1830,3.72514168350172
1835,3.42513548821554
1840,3.34199245791246
1845,3.21151084175086
1850,3.02728552188557
1855,2.8293050505051
1860,2.56852350168347
1865,2.32839676767671
1870,2.36890047138049
1875,2.28799340067339
1880,2.36142424242423
1885,2.35411905723907
1890,2.37171245791244
1895,2.38959569023569
1900,2.30994235690241
1905,2.10631595959599
1910,2.21386545454542
1915,2.25423393939399
1920,2.44095744107745
1925,2.54679488215492
1930,2.69418235690231
1935,2.70129858585863
1940,2.80629629629641
1945,2.72478787878799
1950,2.88991367003355
1955,3.01081373737372
1960,3.22227097643089
1965,3.64810370370378
1970,3.95207528619527
1975,4.26960659932661
1980,4.6170352861952
1985,4.97749400673393
1990,5.22407205387204
1995,5.49575986531982
2000,5.68420471380477
2005,5.82529898989908
2010,5.75753602693608
2015,5.58845818181815
2020,5.48227649831646
2025,5.19819420875413
2030,5.04457239057246
2035,4.7487323905724
2040,4.56864996632992
2045,4.14559905723896
2050,3.94409521885524
2055,3.6758273400674
2060,3.4618429629629
2065,2.93958572390584
2070,2.54803393939397
2075,2.21613858585869
2080,2.03227515151513
2085,1.96895367003373
2090,2.09868781144778
2095,2.43226222222222
2100,2.89094060606062
2105,3.40448875420866
2110,3.8953995959596
2115,4.31950235690238
2120,4.91589764309756
2125,5.47645656565653
2130,5.9090220875421
2135,6.17702545454551
2140,6.23185683501685
2145,6.14639299663297
2150,5.90149468013456
2155,5.68243434343439
2160,5.75837346801342
2165,5.79679905723905
2170,5.81008430976441
2175,5.62114841750843
2180,5.50504269360265
2185,5.16090747474741
2190,4.82930074074066
2195,4.65285279461286
2200,4.22909427609428
2205,3.90392673400654
2210,3.73695097643092
2215,3.6709186531986
2220,3.81631959595957
2225,3.80330006734004
2230,3.58952430976428
2235,3.41310033670034
2240,3.81662949494953
2245,3.93877670033673
2250,4.6320651851851
2255,4.99382599326594
2260,5.09337360269356
2265,5.05792430976435
2270,4.58315420875421
2275,4.43051138047136
2280,4.65709198653208
2285,5.00261494949486
2290,4.6975260606061
2295,4.37168902356907
2300,4.28102370370369
2305,4.41795138047136
2310,4.69106154882159
2315,5.08665602693597
2320,5.87301279461283
2325,6.20578154882161
2330,6.28907420875422
2335,6.18932336700336
2340,6.33758787878788
2345,6.68169562289567
2350,6.52523286195284
2355,6.21704188552182
2360,5.77767905723907
2365,5.43690626262632
2370,4.93928026936027
2375,4.72901791245793
2380,4.80104336700331
2385,4.83093508417505
2390,5.04764309764314
2395,5.06243232323239
2400,5.22157696969704
2405,5.37624202020206
2410,5.45630814814813
2415,5.62428444444442
2420,5.73677575757573
2425,5.78626262626261
2430,5.26561750841751
2435,4.71161279461284
2440,3.82952188552189
2445,3.2969055892256
2450,3.07605171717185
2455,3.12832659932667
2460,3.56733791245787
2465,4.11917144781137
2470,4.57659191919191
2475,5.00948686868685
2480,5.70382397306397
2485,6.54566006734012
2490,7.26039434343436
2495,7.66735016835008
2500,7.48905319865322
2505,7.48244915824904
2510,7.29739622895618
2515,6.84465373737371
2520,6.30797037037041
2525,5.99314747474755
2530,5.86948929292929
2535,5.89620592592596
2540,6.0394604713805
2545,6.25225494949494
2550,6.51641333333338
2555,6.41587838383843
2560,6.13034639730638
2565,6.23236875420875
2570,6.26103865319867
2575,6.34791973063984
2580,6.14611205387208
2585,5.82244228956225
2590,5.44914962962961
2595,5.18124121212119
2600,5.13040404040404
2605,5.36443016835018
2610,5.70889656565659
2615,5.96794680134681
2620,6.14075690235684
2625,6.01663367003364
2630,5.84708713804713
2635,5.65146087542074
2640,5.55563919191918
2645,5.60216632996636
2650,5.58656484848488
2655,5.45781212121209
2660,5.33679447811448
2665,5.29942976430973
2670,5.31126195286195
2675,5.59863609427611
2680,5.72390585858582
2685,6.14284538720543
2690,6.68785629629633
2695,7.02782909090918
2700,6.95577521885517
2705,6.86458989898994
2710,6.5588254545455
2715,6.38862774410779
2720,6.20894666666663
2725,6.07613414141414
2730,6.17470787878787
2735,6.48853952861955
2740,6.12537831649829
2745,5.74554814814812
2750,5.47678020202021
2755,4.98432269360271
2760,4.64422262626261
2765,4.30914356902357
2770,4.37394707070714
2775,4.53696013468021
2780,4.64047474747476
2785,4.53690154882153
2790,4.99272498316497
2795,5.47691030303029
2800,5.9374370370371
2805,6.65438599326596
2810,7.32544686868687
2815,7.67017481481483
2820,7.80287690235694
2825,7.80338195286193
2830,7.95882168350173
2835,8.01516350168346
2840,7.92584336700339
2845,7.93374141414136
2850,8.19836713804715
2855,8.53708161616164
2860,8.54992040404037
2865,8.52315299663303
2870,8.42363595959592
2875,8.44965441077443
2880,8.38858976430974
2885,8.23516107744109
2890,8.18415649831654
2895,8.32812457912458
2900,8.29576026936024
2905,8.12564000000001
2910,8.22391542087539
2915,8.3786484848485
2920,8.26618060606054
2925,8.17793319865325
2930,7.98197656565657
2935,7.91539784511782
2940,7.70519595959596
2945,7.45607905723905
2950,6.98870774410772
2955,6.82018666666671
2960,6.4778813468014
2965,6.44797292929293
2970,6.47525925925928
2975,6.63093791245793
2980,6.67544525252525
2985,6.83093993265987
2990,7.06194168350164
2995,7.19711959595963
3000,7.33466962962962
3005,7.21231865319867
3010,7.05159797979795
3015,6.9373544781145
3020,7.14701939393943
3025,7.42481494949494
3030,7.44800323232327
3035,7.48405023569019
3040,7.22163824915831
3045,7.3139478787879
3050,7.60389306397306
3055,8.09405898989898
3060,8.43859690235699
3065,8.55652457912458
3070,8.07003367003368
3075,7.13405198653194
3080,6.79076013468013
3085,6.36669710437715
3090,6.2211816835016
3095,6.17415191919193
3100,6.15818707070703
3105,6.38944188552194
3110,6.72513481481481
3115,6.82370114478111
3120,7.14820538720536
3125,7.8058057912458
3130,8.03400404040394
3135,8.49905791245789
3140,8.66835003366999
3145,8.47982181818183
3150,8.20921037037041
3155,7.82367070707076
3160,7.46821252525257
3165,7.39871461279466
3170,7.52646707070713
3175,7.54688781144783
3180,7.46687501683504
3185,7.1615807407407
3190,6.78475582491584
3195,6.70162612794613
3200,6.5528517171717
3205,6.39349063973058
3210,6.33734060606065
3215,6.44597885521885
3220,6.29235313131316
3225,6.50443097643097
3230,6.744727003367
3235,6.90148754208755
3240,7.15055744107735
3245,7.26338868686871
3250,7.57272525252525
3255,7.62901575757571
3260,7.85525373737375
3265,7.83762329966328
3270,7.72047905723906
3275,7.28378424242423
3280,6.84694087542097
3285,6.87751084175078
3290,6.98954101010107
3295,7.1520708417508
3300,7.10559905723912
3305,7.18963407407408
3310,6.93953845117841
3315,6.88478626262626
3320,7.06400835016839
3325,7.35178383838388
3330,7.5918805387206
3335,7.88167811447811
3340,8.09985777777777
3345,8.34077427609429
3350,8.53192188552195
3355,8.66993508417505
3360,8.98477171717178
3365,8.96135797979798
3370,8.8352394612795
3375,8.85283232323242
3380,9.1445103030304
3385,9.15926127946131
3390,8.72932915824912
3395,8.20218074074072
3400,7.89076026936019
3405,7.66728767676769
3410,7.38825952861954
3415,7.27568956228954
3420,7.38402801346807
3425,7.35192175084166
3430,7.35130033670033
3435,7.46450397306402
3440,8.24095717171714
3445,8.88674949494955
3450,9.11370370370363
3455,9.16624430976434
3460,9.28541171717175
3465,9.35736457912463
3470,9.14606882154878
3475,9.14458141414137
3480,8.61140309764304
3485,8.0723399326598
3490,7.56552094276096
3495,7.20404902356901
3500,7.14045319865321
3505,7.13098276094278
3510,6.82972134680137
3515,6.79168215488224
3520,6.7035407407408
3525,6.56482518518516
3530,6.87911555555552
3535,7.27016686868679
3540,7.2791901683501
3545,7.40923744107746
3550,6.91365265993271
3555,6.45574410774408
3560,6.18831286195282
3565,6.1318047138048
3570,6.10636875420873
3575,6.12451138047138
3580,5.93355838383837
3585,5.69616565656563
3590,5.75443299663305
3595,5.84558720538711
3600,6.51267703703708
3605,7.29187286195296
3610,7.82797063973062
3615,7.79681346801349
3620,7.56698114478112
3625,7.09857723905727
3630,6.8804265319866
3635,6.75047111111118
3640,6.27845144781138
3645,5.90764632996633
3650,5.61462397306392
3655,5.45262882154883
3660,5.20938989898993
3665,5.25764000000002
3670,5.3781073400673
3675,5.46538154882154
3680,5.24762774410782
3685,5.21255353535349
3690,5.56912040404043
3695,6.1773038383839
3700,6.56071313131306
3705,6.83999111111109
3710,7.02604080808073
3715,6.86050989898992
3720,6.4643771043771
3725,6.55058383838382
3730,6.69911515151511
3735,6.69749144781148
3740,6.2239987878788
3745,5.4431861279461
3750,4.70912390572384
3755,4.24554707070708
3760,3.91150801346795
3765,4.19395380471381
3770,4.70977616161624
3775,4.88455393939395
3780,5.049988013468
3785,5.00813656565653
3790,5.20654828282828
3795,5.16730936026938
3800,5.15325818181814
3805,4.86002989898985
3810,4.88713481481483
3815,5.01842033670037
3820,5.04228444444441
3825,5.30560700336699
3830,NA
3835,NA
3840,NA
3845,NA
3850,NA
