date,Kidson,Temp.original,found.correctly,updated.values,temp.updated,temp.final,siggi.original,found.correctly,updated.value,siggi.updated,siggi.final,wd,ws,tair,
23/05/13 12:00,R,206,0,NA,206,NA,998,0,NA,998,NA,258,8,16,
24/05/13 12:00,TSW,1728,0,NA,1728,NA,988,1,NA,988,988,261,1,17,
25/05/13 12:00,TSW,118,0,NA,118,NA,881,1,NA,881,881,58,3,15,
26/05/13 12:00,SW,972,1,NA,972,972,1052,1,NA,1052,1052,233,6,17,
27/05/13 12:00,H,1564,0,NA,1564,NA,1178,1,NA,1178,1178,255,7,17,
28/05/13 12:00,H,-1,0,NA,-1,NA,876,0,NA,876,NA,159,5,7,
29/05/13 12:00,HNW,-1,0,NA,-1,NA,769,0,NA,769,NA,188,2,13,
30/05/13 12:00,H,-1,0,NA,-1,NA,1291,0,NA,1291,NA,285,3,15,
31/05/13 12:00,HSE,1506,1,NA,1506,1506,1320,1,NA,1320,1320,275,2,14,
1/06/13 12:00,W,1245,1,NA,1245,1245,1222,1,NA,1222,1222,255,5,16,
2/06/13 12:00,TSW,930,1,NA,930,930,1081,1,NA,1081,1081,263,2,16,
3/06/13 12:00,TSW,93,UPDATE,1350,1350,1350,1373,1,NA,1373,1373,96,1,14,
4/06/13 12:00,TSW,-1,0,NA,-1,NA,560,1,NA,560,560,61,7,13,
5/06/13 12:00,HW,933,1,NA,933,933,667,0,NA,667,NA,134,5,15,
6/06/13 12:00,H,986,0,NA,986,NA,"""NA""",0,NA,"""NA""",NA,165,4,14,
7/06/13 12:00,HE,-1,0,NA,-1,NA,852,0,NA,852,NA,253,1,14,
8/06/13 12:00,HE,2148,0,NA,2148,NA,677,0,NA,677,NA,48,6,16,
9/06/13 12:00,HSE,-1,0,NA,-1,NA,409,1,NA,409,409,38,1,12,
10/06/13 12:00,HSE,797,1,NA,797,797,"""NA""",0,NA,"""NA""",NA,214,2,12,
11/06/13 12:00,W,1724,UPDATE,700,700,700,638,1,NA,638,638,222,4,15,
12/06/13 12:00,TSW,1464,0,NA,1464,NA,813,1,NA,813,813,212,5,15,
13/06/13 12:00,TSW,996,1,NA,996,996,954,1,NA,954,954,213,5,15,
14/06/13 12:00,TSW,-1,0,NA,-1,NA,521,0,NA,521,NA,241,2,13,
15/06/13 12:00,HW,1512,0,NA,1512,NA,555,1,NA,555,555,57,5,14,
16/06/13 12:00,H,68,0,NA,68,NA,462,1,NA,462,462,44,9,14,
17/06/13 12:00,HE,35,0,NA,35,NA,803,0,NA,803,NA,353,4,17,
18/06/13 12:00,HE,-1,0,NA,-1,NA,209,0,NA,209,NA,16,3,18,
19/06/13 12:00,HSE,2332,0,NA,2332,NA,1544,0,NA,1544,NA,333,3,12,
20/06/13 12:00,TSW,-1,0,NA,-1,NA,750,0,NA,750,NA,280,7,10,
21/06/13 12:00,W,1634,0,NA,1634,NA,1393,0,NA,1393,NA,214,7,13,
22/06/13 12:00,TSW,1415,0,NA,1415,NA,297,0,NA,297,NA,232,9,13,
23/06/13 12:00,TSW,-1,0,NA,-1,NA,867,0,NA,867,NA,239,7,9,
24/06/13 12:00,TSW,-1,0,NA,-1,NA,643,0,NA,643,NA,273,2,12,
25/06/13 12:00,HW,1526,1,NA,1526,1526,1154,0,NA,1154,NA,244,4,15,
26/06/13 12:00,H,183,0,NA,183,NA,472,0,NA,472,NA,18,1,13,
27/06/13 12:00,HE,1766,0,NA,1766,NA,852,1,NA,852,852,129,4,11,
28/06/13 12:00,HE,1124,1,NA,1124,1124,1646,0,NA,1646,NA,151,2,12,
29/06/13 12:00,HSE,264,0,NA,264,NA,"""NA""",0,NA,"""NA""",NA,255,1,12,
30/06/13 12:00,HNW,-1,0,NA,-1,NA,721,0,NA,721,NA,278,1,12,
1/07/13 12:00,W,1573,UPDATE,1200,1200,1200,1325,1,NA,1325,1325,239,7,15,
2/07/13 12:00,W,299,UPDATE,1400,1400,1400,1417,1,NA,1417,1417,330,3,15,
3/07/13 12:00,HNW,117,0,NA,117,NA,691,0,NA,691,NA,52,3,13,
4/07/13 12:00,W,169,0,NA,169,NA,526,1,NA,526,526,170,3,15,
5/07/13 12:00,W,912,1,NA,912,912,833,1,NA,833,833,217,2,15,
6/07/13 12:00,T,975,1,NA,975,975,1130,1,NA,1130,1130,318,4,16,
7/07/13 12:00,HNW,76,0,NA,76,NA,1052,1,NA,1052,1052,273,6,16,
8/07/13 12:00,HNW,-1,0,NA,-1,NA,1471,0,NA,1471,NA,233,7,14,
9/07/13 12:00,H,-1,0,NA,-1,NA,1378,0,NA,1378,NA,286,4,12,
10/07/13 12:00,H,-1,0,NA,-1,NA,1096,0,NA,1096,NA,243,7,12,
11/07/13 12:00,W,388,0,NA,388,NA,1578,0,NA,1578,NA,144,4,9,
12/07/13 12:00,W,-1,0,NA,-1,NA,"""NA""",0,NA,"""NA""",NA,51,1,13,
13/07/13 12:00,HNW,-1,0,NA,-1,NA,"""NA""",0,NA,"""NA""",NA,232,2,13,
14/07/13 12:00,W,1715,0,NA,1715,NA,"""NA""",0,NA,"""NA""",NA,225,12,14,
15/07/13 12:00,W,142,0,NA,142,NA,"""NA""",1,NA,"""NA""",NA,193,6,10,
16/07/13 12:00,T,1237,1,NA,1237,1237,"""NA""",0,NA,"""NA""",NA,202,5,13,
17/07/13 12:00,HNW,1452,1,NA,1452,1452,1252,0,NA,1252,NA,230,5,14,
18/07/13 12:00,HNW,1493,1,NA,1493,1493,1383,0,NA,1383,NA,240,6,14,
19/07/13 12:00,H,1668,1,NA,1668,1668,1515,1,NA,1515,1515,257,4,14,
20/07/13 12:00,H,-1,0,NA,-1,NA,1446,0,NA,1446,NA,257,1,16,
21/07/13 12:00,W,1329,0,NA,1329,NA,560,1,NA,560,560,144,3,13,
22/07/13 12:00,W,215,1,NA,215,215,160,1,NA,160,160,251,1,11,
23/07/13 12:00,HNW,1048,1,NA,1048,1048,"""NA""",0,NA,"""NA""",NA,29,2,15,
24/07/13 12:00,W,-1,0,NA,-1,NA,321,1,NA,321,321,343,3,13,
25/07/13 12:00,W,-1,0,NA,-1,NA,891,0,NA,891,NA,253,6,16,
26/07/13 12:00,T,1355,1,NA,1355,1355,1276,1,NA,1276,1276,240,8,14,
27/07/13 12:00,HNW,1479,1,NA,1479,1479,1456,1,NA,1456,1456,227,4,15,
28/07/13 12:00,HNW,1493,0,NA,1493,NA,1266,1,NA,1266,900,220,4,15,
29/07/13 12:00,H,67,UPDATE,1000,1000,1000,993,1,NA,993,993,205,3,15,
30/07/13 12:00,HSE,255,1,NA,255,255,292,1,NA,292,292,268,2,11,
31/07/13 12:00,W,1483,1,NA,1483,1483,1393,1,NA,1393,1393,63,5,16,
1/08/13 12:00,HSE,1408,0,NA,1408,NA,1144,1,NA,1144,1144,70,6,15,
2/08/13 12:00,R,-1,0,NA,-1,NA,613,1,NA,613,613,75,7,16,
3/08/13 12:00,TNW,-1,0,NA,-1,NA,1544,1,NA,1544,1544,161,3,17,
4/08/13 12:00,HE,-1,0,NA,-1,NA,2825,0,NA,2825,NA,241,1,15,
5/08/13 12:00,HE,785,1,NA,785,785,828,1,NA,828,828,233,6,16,
6/08/13 12:00,W,1691,0,NA,1691,NA,"""NA""",0,NA,"""NA""",NA,273,4,18,
7/08/13 12:00,W,723,1,NA,723,723,930,1,NA,930,930,347,3,17,
8/08/13 12:00,HE,168,1,NA,168,168,"""NA""","""UPDATE""",250,250,250,4,3,17,
9/08/13 12:00,NE,76,0,NA,76,NA,"""NA""",0,NA,"""NA""",NA,68,5,17,
10/08/13 12:00,TSW,2434,0,NA,2434,NA,306,1,NA,306,306,153,3,12,
11/08/13 12:00,HSE,-1,0,NA,-1,NA,789,1,NA,789,789,248,13,14,
12/08/13 12:00,R,-1,0,NA,-1,NA,1091,0,NA,1091,NA,242,10,12,
13/08/13 12:00,TNW,-1,0,NA,-1,NA,1481,0,NA,1481,NA,266,7,17,
14/08/13 12:00,HE,1847,0,NA,1847,NA,1213,0,NA,1213,NA,230,8,15,
15/08/13 12:00,HE,1590,1,NA,1590,1590,1461,1,NA,1461,1461,0,0,16,
16/08/13 12:00,W,1430,0,NA,1430,NA,1169,1,NA,1169,1169,34,9,15,
17/08/13 12:00,W,2185,0,NA,2185,NA,1144,0,NA,1144,NA,24,5,16,
18/08/13 12:00,HE,-1,0,NA,-1,NA,2192,0,NA,2192,NA,218,4,16,
19/08/13 12:00,NE,227,0,NA,227,NA,1349,0,NA,1349,NA,247,2,13,
20/08/13 12:00,TNW,-1,0,NA,-1,NA,1495,0,NA,1495,NA,59,5,15,
21/08/13 12:00,HSE,-1,0,NA,-1,NA,570,1,NA,570,570,51,7,13,
22/08/13 12:00,R,-1,0,NA,-1,NA,"""NA""",0,NA,"""NA""",NA,255,1,18,
23/08/13 12:00,TNW,-1,0,NA,-1,NA,336,0,NA,336,NA,304,2,11,
24/08/13 12:00,HE,-1,0,NA,-1,NA,"""NA""",0,NA,"""NA""",NA,30,4,15,
25/08/13 12:00,HE,2076,0,NA,2076,NA,560,1,NA,560,560,323,2,16,
26/08/13 12:00,W,1929,0,NA,1929,NA,282,1,NA,282,282,267,3,15,
27/08/13 12:00,W,2346,0,NA,2346,NA,1062,1,NA,1062,1062,246,7,16,
28/08/13 12:00,HE,2258,0,NA,2258,NA,1442,0,NA,1442,NA,294,4,17,
29/08/13 12:00,NE,1376,0,NA,1376,NA,1125,0,NA,1125,NA,248,6,14,
30/08/13 12:00,HSE,986,1,NA,986,986,906,1,NA,906,906,146,4,10,
31/08/13 12:00,HSE,2366,UPDATE,1500,1500,1500,"""NA""","""UPDATE""",1450,1450,1450,120,4,14,
1/09/13 12:00,HSE,2003,0,NA,2003,NA,1315,1,NA,1315,1315,128,4,15,
2/09/13 12:00,H,-1,0,NA,-1,NA,"""NA""",0,NA,"""NA""",NA,246,3,15,
3/09/13 12:00,H,1882,0,NA,1882,NA,"""NA""",0,NA,"""NA""",NA,251,3,16,
4/09/13 12:00,HW,1893,0,NA,1893,NA,1242,0,NA,1242,NA,287,7,15,
5/09/13 12:00,HW,-1,0,NA,-1,NA,1110,0,NA,1110,NA,148,6,14,
6/09/13 12:00,W,1454,0,NA,1454,NA,"""NA""",0,NA,"""NA""",NA,179,3,13,
7/09/13 12:00,W,1396,0,NA,1396,NA,808,1,NA,808,808,243,7,14,
8/09/13 12:00,SW,1149,1,NA,1149,1149,1115,1,NA,1115,1115,242,10,16,
9/09/13 12:00,W,2179,0,NA,2179,NA,1271,1,NA,1271,1271,240,11,15,
10/09/13 12:00,T,1674,UPDATE,950,950,950,1456,"""UPDATE""",1000,1000,1000,261,5,17,
11/09/13 12:00,HSE,-1,0,NA,-1,NA,1364,"""UPDATE""",1000,1000,1000,314,7,18,
12/09/13 12:00,H,-1,0,NA,-1,NA,462,1,NA,462,462,332,3,16,
13/09/13 12:00,H,76,0,NA,76,NA,1388,"""UPDATE""",1000,1000,1000,234,6,17,
14/09/13 12:00,HW,1980,UPDATE,1600,1600,1600,1554,1,NA,1554,1554,233,13,14,
15/09/13 12:00,HW,1930,0,NA,1930,NA,1364,1,NA,1364,1364,236,8,14,
16/09/13 12:00,W,1460,0,NA,1460,NA,813,0,NA,813,NA,52,5,16,
17/09/13 12:00,W,2130,0,NA,2130,NA,1062,1,NA,1062,1062,143,5,15,
18/09/13 12:00,SW,890,1,NA,890,890,"""NA""",0,NA,"""NA""",NA,43,4,14,
19/09/13 12:00,W,1706,0,NA,1706,NA,1227,0,NA,1227,NA,31,8,15,
20/09/13 12:00,TNW,-1,0,NA,-1,NA,779,0,NA,779,NA,332,5,18,
21/09/13 12:00,HSE,1321,0,NA,1321,NA,302,1,NA,302,302,22,9,17,
22/09/13 12:00,H,-1,0,NA,-1,NA,1120,1,NA,1120,1120,314,6,18,
23/09/13 12:00,H,1642,0,NA,1642,NA,1393,"""UPDATE""",850,850,850,286,5,20,
24/09/13 12:00,HW,481,1,NA,481,481,521,1,NA,521,521,136,5,14,
25/09/13 12:00,HW,1614,0,NA,1614,NA,302,1,NA,302,302,34,10,16,
26/09/13 12:00,W,1170,1,NA,1170,1170,959,1,NA,959,959,244,13,17,
27/09/13 12:00,W,1282,1,NA,1282,1282,1334,1,NA,1334,1334,238,7,19,
28/09/13 12:00,SW,1800,UPDATE,700,700,700,292,0,NA,292,NA,261,13,16,
29/09/13 12:00,W,1687,1,NA,1687,1687,1714,0,NA,1714,NA,276,7,18,
30/09/13 12:00,W,-1,0,NA,-1,NA,350,0,NA,350,NA,267,9,14,
1/10/13 12:00,W,1083,1,NA,1083,1083,959,1,NA,959,959,223,10,17,
2/10/13 12:00,HE,623,1,NA,623,623,862,1,NA,862,862,195,3,17,
3/10/13 12:00,TNW,971,1,NA,971,971,1071,1,NA,1071,1071,227,4,18,
4/10/13 12:00,NE,1183,0,NA,1183,NA,857,1,NA,857,857,230,4,19,
5/10/13 12:00,TNW,1570,0,NA,1570,NA,915,1,NA,915,915,235,4,19,
6/10/13 12:00,T,1380,1,NA,1380,1380,1943,0,NA,1943,NA,277,2,19,
7/10/13 12:00,TSW,1403,1,NA,1403,1403,1461,1,NA,1461,1461,240,7,18,
8/10/13 12:00,TSW,1364,0,NA,1364,NA,477,1,NA,477,477,31,8,18,
9/10/13 12:00,T,1039,1,NA,1039,1039,1383,0,NA,1383,NA,258,14,16,
10/10/13 12:00,T,2331,UPDATE,1400,1400,1400,"""NA""",0,NA,"""NA""",NA,231,8,16,
11/10/13 12:00,W,1451,0,NA,1451,NA,531,1,NA,531,531,296,7,17,
12/10/13 12:00,HE,1311,0,NA,1311,NA,331,0,NA,331,NA,251,13,17,
13/10/13 12:00,TNW,1052,1,NA,1052,1052,492,"""UPDATE""",1150,1150,1150,246,12,18,
14/10/13 12:00,NE,1309,1,NA,1309,1309,204,"""UPDATE""",1000,1000,1000,332,5,18,
15/10/13 12:00,TNW,1616,0,NA,1616,NA,68,0,NA,68,NA,237,19,15,
16/10/13 12:00,T,-1,UPDATE,1460,1460,1460,1710,"""UPDATE""",1400,1400,1400,260,9,18,
17/10/13 12:00,TSW,-1,0,NA,-1,NA,1286,1,NA,1286,1286,240,11,18,
18/10/13 12:00,TSW,860,UPDATE,1400,1400,1400,1315,1,NA,1315,1315,239,8,19,
19/10/13 12:00,T,-1,0,NA,-1,NA,1047,1,NA,1047,1047,221,7,18,
20/10/13 12:00,H,1001,1,NA,1001,1001,876,1,NA,876,876,212,5,17,
21/10/13 12:00,W,1047,1,NA,1047,1047,1120,1,NA,1120,1120,241,6,17,
22/10/13 12:00,HE,819,0,NA,819,NA,1071,1,NA,1071,1071,261,7,20,
23/10/13 12:00,TNW,2044,0,NA,2044,NA,214,1,NA,214,214,277,6,18,
24/10/13 12:00,NE,1357,1,NA,1357,1357,1208,1,NA,1208,1208,288,8,19,
25/10/13 12:00,TNW,1385,1,NA,1385,1385,1105,1,NA,1105,1105,301,10,22,
26/10/13 12:00,T,1192,1,NA,1192,1192,"""NA""",0,NA,"""NA""",NA,234,6,19,
27/10/13 12:00,TSW,-1,0,NA,-1,NA,1042,1,NA,1042,1042,275,8,18,
28/10/13 12:00,TSW,1846,0,NA,1846,NA,1217,0,NA,1217,NA,239,8,18,
29/10/13 12:00,T,2408,UPDATE,1550,1550,1550,1481,1,NA,1481,1481,239,6,17,
30/10/13 12:00,W,1544,1,NA,1544,1544,1627,"""UPDATE""",1450,1450,1450,227,6,17,
31/10/13 12:00,W,985,0,NA,985,NA,1252,0,NA,1252,NA,4,5,20,
1/11/13 12:00,T,2062,0,NA,2062,NA,1461,1,NA,1461,1461,233,9,18,
2/11/13 12:00,T,1778,0,NA,1778,NA,1247,0,NA,1247,NA,223,9,16,
3/11/13 12:00,TSW,-1,0,NA,-1,NA,116,0,NA,116,NA,234,5,17,
4/11/13 12:00,R,1501,UPDATE,1400,1400,1400,1349,1,NA,1349,1349,248,2,20,
5/11/13 12:00,R,-1,0,NA,-1,NA,238,0,NA,238,NA,43,8,17,
6/11/13 12:00,TSW,-1,0,NA,-1,NA,1797,0,NA,1797,NA,244,3,20,
7/11/13 12:00,SW,687,0,NA,687,NA,599,0,NA,599,NA,201,3,17,
8/11/13 12:00,T,-1,0,NA,-1,NA,316,0,NA,316,NA,236,5,18,
9/11/13 12:00,T,1009,1,NA,1009,1009,906,1,NA,906,906,245,7,19,
10/11/13 12:00,W,983,1,NA,983,983,808,1,NA,808,808,225,7,18,
11/11/13 12:00,T,1229,UPDATE,400,400,400,565,1,NA,565,565,214,9,19,
12/11/13 12:00,T,-1,0,NA,-1,NA,1174,1,NA,1174,1174,118,4,19,
13/11/13 12:00,TSW,840,UPDATE,1450,1450,1450,"""NA""",0,NA,"""NA""",NA,164,3,19,
14/11/13 12:00,R,1714,0,NA,1714,NA,1101,0,NA,1101,NA,230,4,19,
15/11/13 12:00,R,1414,1,NA,1414,1414,1227,1,NA,1227,1227,231,5,20,
16/11/13 12:00,TSW,899,1,NA,899,899,1081,1,NA,1081,1081,233,6,20,
17/11/13 12:00,SW,1740,1,NA,1740,1740,1383,0,NA,1383,NA,240,4,21,
18/11/13 12:00,T,1881,1,NA,1881,1881,1636,1,NA,1636,1636,239,5,22,
19/11/13 12:00,T,860,1,NA,860,860,1432,0,NA,1432,NA,46,4,22,
20/11/13 12:00,SW,-1,0,NA,-1,NA,901,0,NA,901,NA,45,7,22,
21/11/13 12:00,T,-1,0,NA,-1,NA,1256,0,NA,1256,NA,43,6,22,
22/11/13 12:00,T,900,1,NA,900,900,1154,0,NA,1154,NA,254,4,25,
23/11/13 12:00,TSW,60,0,NA,60,NA,1451,0,NA,1451,NA,251,6,25,
24/11/13 12:00,R,686,1,NA,686,686,876,1,NA,876,876,217,4,23,
25/11/13 12:00,R,-1,UPDATE,1700,1700,1700,1588,1,NA,1588,1588,227,4,23,
26/11/13 12:00,TSW,2296,0,NA,2296,NA,1256,0,NA,1256,NA,329,4,24,
27/11/13 12:00,SW,-1,0,NA,-1,NA,847,0,NA,847,NA,47,6,23,
28/11/13 12:00,T,2224,UPDATE,1300,1300,1300,1227,1,NA,1227,1227,285,9,22,
29/11/13 12:00,T,-1,0,NA,-1,NA,1149,1,NA,1149,1149,244,11,21,
30/11/13 12:00,HSE,78,0,NA,78,NA,1266,1,NA,1266,1266,302,11,23,
1/12/13 12:00,NE,1386,1,NA,1386,1386,1334,1,NA,1334,1334,215,7,18,
2/12/13 12:00,NE,1216,1,NA,1216,1216,1359,1,NA,1359,1359,247,4,22,
3/12/13 12:00,TNW,1019,1,NA,1019,1019,526,0,NA,526,NA,64,6,20,
4/12/13 12:00,SW,1496,0,NA,1496,NA,350,1,NA,350,350,40,9,19,
5/12/13 12:00,HW,-1,0,NA,-1,NA,258,1,NA,258,258,34,6,20,
6/12/13 12:00,HSE,1626,1,NA,1626,1626,1412,1,NA,1412,1412,-,-,-,
7/12/13 12:00,HSE,1464,0,NA,1464,NA,906,0,NA,906,NA,301,4,20,
8/12/13 12:00,H,-1,0,NA,-1,NA,618,0,NA,618,NA,-,-,-,
9/12/13 12:00,HE,2205,0,NA,2205,NA,1646,0,NA,1646,NA,227,9,21,
10/12/13 12:00,HSE,1479,1,NA,1479,1479,1334,1,NA,1334,1334,232,6,20,
11/12/13 12:00,NE,1217,1,NA,1217,1217,1057,1,NA,1057,1057,218,5,19,
12/12/13 12:00,NE,949,1,NA,949,949,"""NA""",0,NA,"""NA""",NA,219,3,23,
13/12/13 12:00,TNW,1164,1,NA,1164,1164,1110,1,NA,1110,1110,226,3,24,
14/12/13 12:00,SW,1176,0,NA,1176,NA,"""NA""",0,NA,"""NA""",NA,18,3,25,
15/12/13 12:00,HW,1522,0,NA,1522,NA,1091,0,NA,1091,NA,244,5,25,
16/12/13 12:00,HSE,-1,UPDATE,1450,1450,1450,1554,1,NA,1554,1554,232,4,25,
17/12/13 12:00,HSE,-1,0,NA,-1,NA,1368,0,NA,1368,NA,219,8,22,
18/12/13 12:00,H,2065,0,NA,2065,NA,1466,0,NA,1466,NA,238,9,21,
19/12/13 12:00,HE,2023,0,NA,2023,NA,1198,1,NA,1198,1198,217,10,20,
20/12/13 12:00,HSE,729,UPDATE,1380,1380,1380,1500,1,NA,1500,1500,196,4,22,
21/12/13 12:00,NE,1266,1,NA,1266,1266,1256,1,NA,1256,1256,235,9,20,
22/12/13 12:00,NE,1182,1,NA,1182,1182,1096,1,NA,1096,1096,204,8,20,
23/12/13 12:00,TNW,1374,1,NA,1374,1374,1442,1,NA,1442,1442,233,6,21,
24/12/13 12:00,SW,1139,1,NA,1139,1139,1174,1,NA,1174,1174,262,5,21,
25/12/13 12:00,HW,1570,UPDATE,1100,1100,1100,1632,"""UPDATE""",980,980,980,243,9,20,
26/12/13 12:00,HSE,145,0,NA,145,NA,1174,0,NA,1174,NA,241,8,20,
27/12/13 12:00,HSE,1637,0,NA,1637,NA,1295,1,NA,1295,1295,233,6,22,
28/12/13 12:00,H,-1,0,NA,-1,NA,565,1,NA,565,565,46,5,21,
29/12/13 12:00,HE,-1,0,NA,-1,NA,443,1,NA,443,443,23,7,23,
30/12/13 12:00,T,2357,0,NA,2357,NA,657,1,NA,657,657,286,7,23,
31/12/13 12:00,NE,1220,0,NA,1220,NA,1646,1,NA,1646,1646,237,8,21,
1/01/14 12:00,TNW,127,0,NA,127,NA,740,0,NA,740,NA,18,3,21,
2/01/14 12:00,T,1510,UPDATE,780,780,780,"""NA""",0,NA,"""NA""",NA,234,4,23,
3/01/14 12:00,T,1794,0,NA,1794,NA,1159,1,NA,1159,1159,302,8,24,
4/01/14 12:00,T,1959,0,NA,1959,NA,1442,"""UPDATE""",1000,1000,1000,272,5,27,
5/01/14 12:00,SW,1678,0,NA,1678,NA,828,1,NA,828,828,313,8,23,
6/01/14 12:00,T,1159,1,NA,1159,1159,228,"""UPDATE""",1100,1100,1100,216,8,21,
7/01/14 12:00,T,805,0,NA,805,NA,418,1,NA,418,418,24,5,23,
8/01/14 12:00,SW,1767,0,NA,1767,NA,1110,0,NA,1110,NA,249,9,23,
9/01/14 12:00,HNW,NA,0,NA,NA,NA,350,0,NA,350,NA,227,10,17,
10/01/14 12:00,HNW,1765,0,NA,1765,NA,1310,1,NA,1310,1310,229,5,21,
11/01/14 12:00,TNW,1482,1,NA,1482,1482,190,"""UPDATE""",1400,1400,1400,218,6,21,
12/01/14 12:00,T,1428,1,NA,1428,1428,1412,1,NA,1412,1412,257,6,20,
