'date','station','tair','twet','rh','tdew'
'2013-07-14 12:00:00',22719,14.4,'''"11.5"''','''"69"''','''"8.8"'''
'2013-07-15 12:00:00',22719,9.9,'''"7.2"''','''"66"''','''"3.9"'''
'2013-07-16 12:00:00',22719,13,'''"9.2"''','''"57"''','''"4.7"'''
'2013-07-17 12:00:00',22719,13.8,'''"10.3"''','''"62"''','''"6.7"'''
'2013-07-18 12:00:00',22719,13.7,'''"10.6"''','''"66"''','''"7.5"'''
'2013-07-19 12:00:00',22719,14.2,'''"10.9"''','''"64"''','''"7.5"'''
'2013-07-20 12:00:00',22719,16.1,'''"12.7"''','''"65"''','''"9.5"'''
'2013-07-21 12:00:00',22719,13.2,'''"11.5"''','''"80"''','''"9.8"'''
'2013-07-22 12:00:00',22719,11,'''"10.3"''','''"91"''','''"9.6"'''
'2013-07-23 12:00:00',22719,14.5,'''"11.3"''','''"66"''','''"8.2"'''
'2013-07-24 12:00:00',22719,13,'''"12"''','''"88"''','''"11.1"'''
'2013-07-25 12:00:00',22719,15.6,'''"12.8"''','''"71"''','''"10.4"'''
'2013-07-26 12:00:00',22719,13.7,'''"11.2"''','''"72"''','''"8.8"'''
'2013-07-27 12:00:00',22719,15.1,'''"11"''','''"57"''','''"6.7"'''
'2013-07-28 12:00:00',22719,15.1,'''"12"''','''"67"''','''"9"'''
'2013-07-29 12:00:00',22719,14.9,'''"11.8"''','''"67"''','''"8.9"'''
'2013-07-30 12:00:00',22719,10.8,'''"9.9"''','''"88"''','''"8.9"'''
'2013-07-31 12:00:00',22719,15.5,'''"11.6"''','''"60"''','''"7.8"'''
'2013-08-01 12:00:00',22719,14.7,'''"11.4"''','''"65"''','''"8.2"'''
'2013-08-02 12:00:00',22719,15.6,'''"13.4"''','''"77"''','''"11.6"'''
'2013-08-03 12:00:00',22719,16.5,'''"12.7"''','''"62"''','''"9.2"'''
'2013-08-04 12:00:00',22719,14.9,'''"12.6"''','''"75"''','''"10.5"'''
'2013-08-05 12:00:00',22719,15.8,'''"13.5"''','''"76"''','''"11.6"'''
'2013-08-06 12:00:00',22719,17.9,'''"14.5"''','''"67"''','''"11.7"'''
'2013-08-07 12:00:00',22719,17.4,'''"14.1"''','''"68"''','''"11.5"'''
'2013-08-08 12:00:00',22719,17.4,'''"13.8"''','''"65"''','''"10.8"'''
'2013-08-09 12:00:00',22719,17.2,'''"13.3"''','''"62"''','''"9.9"'''
'2013-08-10 12:00:00',22719,12.4,'''"11.5"''','''"89"''','''"10.6"'''
'2013-08-11 12:00:00',22719,13.5,'''"12.4"''','''"87"''','''"11.4"'''
'2013-08-12 12:00:00',22719,11.9,'''"10.5"''','''"83"''','''"9.1"'''
'2013-08-13 12:00:00',22719,16.8,'''"13.4"''','''"66"''','''"10.4"'''
'2013-08-14 12:00:00',22719,15.3,'''"12"''','''"65"''','''"8.8"'''
'2013-08-15 12:00:00',22719,15.9,'''"12.2"''','''"62"''','''"8.6"'''
'2013-08-16 12:00:00',22719,15.2,'''"12.6"''','''"72"''','''"10.2"'''
'2013-08-17 12:00:00',22719,15.6,'''"12.4"''','''"67"''','''"9.5"'''
'2013-08-18 12:00:00',22719,15.7,'''"12.1"''','''"63"''','''"8.7"'''
'2013-08-19 12:00:00',22719,13.4,'''"12"''','''"84"''','''"10.8"'''
'2013-08-20 12:00:00',22719,14.9,'''"11.7"''','''"66"''','''"8.6"'''
'2013-08-21 12:00:00',22719,12.7,'''"12"''','''"92"''','''"11.4"'''
'2013-08-22 12:00:00',22719,17.6,'''"14.4"''','''"69"''','''"11.9"'''
'2013-08-23 12:00:00',22719,11.4,'''"10.5"''','''"89"''','''"9.7"'''
'2013-08-24 12:00:00',22719,15.1,'''"12.3"''','''"70"''','''"9.7"'''
'2013-08-25 12:00:00',22719,15.9,'''"13.7"''','''"77"''','''"11.9"'''
'2013-08-26 12:00:00',22719,14.8,'''"14.1"''','''"92"''','''"13.5"'''
'2013-08-27 12:00:00',22719,15.8,'''"13.5"''','''"76"''','''"11.6"'''
'2013-08-28 12:00:00',22719,16.7,'''"13.4"''','''"67"''','''"10.6"'''
'2013-08-29 12:00:00',22719,13.8,'''"11.9"''','''"79"''','''"10.2"'''
'2013-08-30 12:00:00',22719,10.3,'''"8.4"''','''"76"''','''"6.3"'''
'2013-08-31 12:00:00',22719,14.4,'''"9.7"''','''"50"''','''"4.1"'''
'2013-09-01 12:00:00',22719,15.3,'''"10.2"''','''"48"''','''"4.4"'''
'2013-09-02 12:00:00',22719,14.5,'''"11.2"''','''"65"''','''"8"'''
'2013-09-03 12:00:00',22719,15.7,'''"11.1"''','''"53"''','''"6.2"'''
'2013-09-04 12:00:00',22719,14.6,'''"11.2"''','''"64"''','''"7.9"'''
'2013-09-05 12:00:00',22719,13.5,'''"10.3"''','''"64"''','''"6.8"'''
'2013-09-06 12:00:00',22719,12.6,'''"8.2"''','''"50"''','''"2.5"'''
'2013-09-07 12:00:00',22719,14,'''"12.9"''','''"88"''','''"12.1"'''
'2013-09-08 12:00:00',22719,16.1,'''"13.6"''','''"74"''','''"11.5"'''
'2013-09-09 12:00:00',22719,15.1,'''"11.6"''','''"63"''','''"8.1"'''
'2013-09-10 12:00:00',22719,17.1,'''"12.8"''','''"58"''','''"8.8"'''
'2013-09-11 12:00:00',22719,18,'''"15.3"''','''"74"''','''"13.3"'''
'2013-09-12 12:00:00',22719,15.6,'''"14.9"''','''"92"''','''"14.3"'''
'2013-09-13 12:00:00',22719,17,'''"14.2"''','''"72"''','''"11.9"'''
'2013-09-14 12:00:00',22719,14.4,'''"10.8"''','''"61"''','''"7"'''
'2013-09-15 12:00:00',22719,14,'''"11.1"''','''"68"''','''"8.2"'''
'2013-09-16 12:00:00',22719,15.7,'''"11.8"''','''"60"''','''"8"'''
'2013-09-17 12:00:00',22719,14.5,'''"11.2"''','''"65"''','''"8"'''
'2013-09-18 12:00:00',22719,13.9,'''"8.8"''','''"46"''','''"2.5"'''
'2013-09-19 12:00:00',22719,14.8,'''"11.3"''','''"63"''','''"7.8"'''
'2013-09-20 12:00:00',22719,18.1,'''"16.1"''','''"80"''','''"14.6"'''
'2013-09-21 12:00:00',22719,17,'''"15.5"''','''"85"''','''"14.5"'''
'2013-09-22 12:00:00',22719,18.3,'''"14.7"''','''"66"''','''"11.9"'''
'2013-09-23 12:00:00',22719,19.7,'''"16.2"''','''"68"''','''"13.6"'''
'2013-09-24 12:00:00',22719,13.6,'''"12.7"''','''"89"''','''"11.8"'''
'2013-09-25 12:00:00',22719,15.7,'''"14.7"''','''"89"''','''"13.9"'''
'2013-09-26 12:00:00',22719,16.6,'''"14.3"''','''"76"''','''"12.4"'''
'2013-09-27 12:00:00',22719,19.3,'''"16.4"''','''"73"''','''"14.4"'''
'2013-09-28 12:00:00',22719,15.5,'''"13"''','''"74"''','''"10.9"'''
'2013-09-29 12:00:00',22719,18.2,'''"14"''','''"60"''','''"10.3"'''
'2013-09-30 12:00:00',22719,13.8,'''"12.7"''','''"87"''','''"11.7"'''
'2013-10-01 12:00:00',22719,16.7,'''"13.2"''','''"65"''','''"10.1"'''
'2013-10-02 12:00:00',22719,17.3,'''"13.5"''','''"63"''','''"10.2"'''
'2013-10-03 12:00:00',22719,17.8,'''"13.8"''','''"62"''','''"10.4"'''
'2013-10-04 12:00:00',22719,18.6,'''"15.9"''','''"74"''','''"13.9"'''
'2013-10-05 12:00:00',22719,19.2,'''"16.3"''','''"73"''','''"14.3"'''
'2013-10-06 12:00:00',22719,18.8,'''"13.9"''','''"55"''','''"9.6"'''
'2013-10-07 12:00:00',22719,17.6,'''"14.5"''','''"70"''','''"12.1"'''
'2013-10-08 12:00:00',22719,17.8,'''"15"''','''"73"''','''"12.9"'''
'2013-10-09 12:00:00',22719,16.2,'''"12.1"''','''"59"''','''"8.2"'''
'2013-10-10 12:00:00',22719,15.6,'''"11.1"''','''"54"''','''"6.4"'''
'2013-10-11 12:00:00',22719,17.1,'''"15.3"''','''"82"''','''"14"'''
'2013-10-12 12:00:00',22719,17.1,'''"13.4"''','''"64"''','''"10.3"'''
'2013-10-13 12:00:00',22719,18.2,'''"15.1"''','''"70"''','''"12.7"'''
'2013-10-14 12:00:00',22719,17.5,'''"14.1"''','''"67"''','''"11.3"'''
'2013-10-15 12:00:00',22719,14.6,'''"12.5"''','''"77"''','''"10.6"'''
'2013-10-16 12:00:00',22719,18.2,'''"13.6"''','''"57"''','''"9.6"'''
'2013-10-17 12:00:00',22719,17.8,'''"15"''','''"73"''','''"12.9"'''
'2013-10-18 12:00:00',22719,18.6,'''"14.9"''','''"65"''','''"11.9"'''
'2013-10-19 12:00:00',22719,17.8,'''"14.4"''','''"67"''','''"11.6"'''
'2013-10-20 12:00:00',22719,16.9,'''"13.1"''','''"62"''','''"9.6"'''
'2013-10-21 12:00:00',22719,17,'''"13.6"''','''"66"''','''"10.6"'''
'2013-10-22 12:00:00',22719,19.9,'''"15.6"''','''"61"''','''"12.2"'''
'2013-10-23 12:00:00',22719,17.6,'''"16.5"''','''"89"''','''"15.8"'''
'2013-10-24 12:00:00',22719,18.6,'''"14.8"''','''"64"''','''"11.7"'''
'2013-10-25 12:00:00',22719,22,'''"16.7"''','''"56"''','''"12.8"'''
'2013-10-26 12:00:00',22719,18.8,'''"13.3"''','''"50"''','''"8.2"'''
'2013-10-27 12:00:00',22719,17.8,'''"14.8"''','''"71"''','''"12.5"'''
'2013-10-28 12:00:00',22719,17.5,'''"13.9"''','''"65"''','''"10.9"'''
'2013-10-29 12:00:00',22719,16.8,'''"12.1"''','''"54"''','''"7.5"'''
'2013-10-30 12:00:00',22719,17.3,'''"13.3"''','''"61"''','''"9.7"'''
'2013-10-31 12:00:00',22719,19.9,'''"15.2"''','''"58"''','''"11.4"'''
'2013-11-01 12:00:00',22719,18,'''"14.2"''','''"64"''','''"11.1"'''
'2013-11-02 12:00:00',22719,15.7,'''"12.2"''','''"64"''','''"8.9"'''
'2013-11-03 12:00:00',22719,17.1,'''"14.3"''','''"72"''','''"12"'''
'2013-11-04 12:00:00',22719,20.1,'''"14.9"''','''"54"''','''"10.5"'''
'2013-11-05 12:00:00',22719,16.5,'''"14.9"''','''"83"''','''"13.6"'''
'2013-11-06 12:00:00',22719,19.6,'''"14.3"''','''"53"''','''"9.8"'''
'2013-11-07 12:00:00',22719,16.6,'''"14.4"''','''"77"''','''"12.6"'''
'2013-11-08 12:00:00',22719,17.8,'''"15.4"''','''"76"''','''"13.5"'''
'2013-11-09 12:00:00',22719,18.8,'''"15.6"''','''"70"''','''"13.2"'''
'2013-11-10 12:00:00',22719,18.2,'''"15.6"''','''"75"''','''"13.7"'''
'2013-11-11 12:00:00',22719,18.8,'''"16.5"''','''"78"''','''"14.9"'''
'2013-11-12 12:00:00',22719,19.4,'''"14.4"''','''"55"''','''"10.2"'''
'2013-11-13 12:00:00',22719,18.8,'''"12.2"''','''"41"''','''"5.3"'''
'2013-11-14 12:00:00',22719,19.3,'''"14.4"''','''"56"''','''"10.3"'''
'2013-11-15 12:00:00',22719,19.9,'''"16.1"''','''"66"''','''"13.4"'''
'2013-11-16 12:00:00',22719,20,'''"16.2"''','''"66"''','''"13.5"'''
'2013-11-17 12:00:00',22719,21.4,'''"16.6"''','''"59"''','''"13.1"'''
'2013-11-18 12:00:00',22719,22.3,'''"18.3"''','''"66"''','''"15.7"'''
'2013-11-19 12:00:00',22719,22.4,'''"17.3"''','''"58"''','''"13.8"'''
'2013-11-20 12:00:00',22719,21.5,'''"16.6"''','''"58"''','''"12.9"'''
'2013-11-21 12:00:00',22719,22,'''"17.2"''','''"60"''','''"13.9"'''
'2013-11-22 12:00:00',22719,25.1,'''"19.4"''','''"56"''','''"15.7"'''
'2013-11-23 12:00:00',22719,24.9,'''"19.2"''','''"56"''','''"15.5"'''
'2013-11-24 12:00:00',22719,22.6,'''"18.4"''','''"65"''','''"15.7"'''
'2013-11-25 12:00:00',22719,23.2,'''"18.2"''','''"59"''','''"14.8"'''
'2013-11-26 12:00:00',22719,24.1,'''"19.5"''','''"63"''','''"16.6"'''
'2013-11-27 12:00:00',22719,22.8,'''"18.6"''','''"65"''','''"15.9"'''
'2013-11-28 12:00:00',22719,21.9,'''"18.1"''','''"67"''','''"15.5"'''
'2013-11-29 12:00:00',22719,21.1,'''"17.8"''','''"71"''','''"15.7"'''
'2013-11-30 12:00:00',22719,22.7,'''"17.2"''','''"55"''','''"13.2"'''
'2013-12-01 12:00:00',22719,18.4,'''"12.7"''','''"48"''','''"7.2"'''
'2013-12-02 12:00:00',22719,21.7,'''"16.2"''','''"54"''','''"12"'''
'2013-12-03 12:00:00',22719,20,'''"16.1"''','''"65"''','''"13.2"'''
'2013-12-04 12:00:00',22719,18.6,'''"17.9"''','''"93"''','''"17.5"'''
'2013-12-05 12:00:00',22719,19.5,'''"18.8"''','''"93"''','''"18.4"'''
'2013-12-07 12:00:00',22719,20.2,'''"17.6"''','''"76"''','''"15.8"'''
'2013-12-09 12:00:00',22719,21.2,'''"16.7"''','''"61"''','''"13.4"'''
'2013-12-10 12:00:00',22719,20.1,'''"15.1"''','''"56"''','''"11.1"'''
'2013-12-11 12:00:00',22719,19.3,'''"14.7"''','''"58"''','''"10.8"'''
'2013-12-12 12:00:00',22719,22.7,'''"16.8"''','''"52"''','''"12.4"'''
'2013-12-13 12:00:00',22719,23.8,'''"17.5"''','''"51"''','''"13.1"'''
'2013-12-14 12:00:00',22719,24.8,'''"18.5"''','''"52"''','''"14.3"'''
'2013-12-15 12:00:00',22719,25.4,'''"19.3"''','''"54"''','''"15.4"'''
'2013-12-16 12:00:00',22719,24.8,'''"18.4"''','''"51"''','''"14"'''
'2013-12-17 12:00:00',22719,22.1,'''"18.2"''','''"67"''','''"15.7"'''
'2013-12-18 12:00:00',22719,21,'''"15.9"''','''"56"''','''"11.9"'''
'2013-12-19 12:00:00',22719,20.1,'''"15"''','''"55"''','''"10.8"'''
'2013-12-20 12:00:00',22719,21.7,'''"15.8"''','''"51"''','''"11.1"'''
'2013-12-21 12:00:00',22719,20.1,'''"16"''','''"63"''','''"12.8"'''
'2013-12-22 12:00:00',22719,19.6,'''"14.2"''','''"52"''','''"9.5"'''
'2013-12-23 12:00:00',22719,20.9,'''"15.4"''','''"53"''','''"11"'''
'2013-12-24 12:00:00',22719,21.4,'''"16.7"''','''"60"''','''"13.3"'''
'2013-12-25 12:00:00',22719,20,'''"17.1"''','''"73"''','''"15"'''
'2013-12-26 12:00:00',22719,20.1,'''"17"''','''"72"''','''"14.9"'''
'2013-12-27 12:00:00',22719,21.8,'''"17.8"''','''"66"''','''"15.2"'''
'2013-12-28 12:00:00',22719,20.5,'''"17.5"''','''"73"''','''"15.5"'''
'2013-12-29 12:00:00',22719,22.6,'''"19.7"''','''"75"''','''"17.9"'''
'2013-12-30 12:00:00',22719,22.8,'''"19.9"''','''"75"''','''"18.1"'''
'2013-12-31 12:00:00',22719,20.5,'''"15.5"''','''"56"''','''"11.4"'''
'2014-01-01 12:00:00',22719,20.5,'''"17"''','''"69"''','''"14.6"'''
'2014-01-02 12:00:00',22719,22.6,'''"16.4"''','''"50"''','''"11.7"'''
'2014-01-03 12:00:00',22719,24,'''"19.5"''','''"64"''','''"16.8"'''
'2014-01-04 12:00:00',22719,26.8,'''"22"''','''"64"''','''"19.4"'''
'2014-01-05 12:00:00',22719,23,'''"20.4"''','''"78"''','''"19"'''
'2014-01-06 12:00:00',22719,21.3,'''"16"''','''"55"''','''"11.9"'''
'2014-01-07 12:00:00',22719,22.6,'''"17.5"''','''"58"''','''"13.9"'''
'2014-01-08 12:00:00',22719,22.5,'''"17.1"''','''"56"''','''"13.3"'''
'2014-01-09 12:00:00',22719,16.6,'''"13.9"''','''"73"''','''"11.8"'''
'2014-01-10 12:00:00',22719,21.2,'''"16.4"''','''"59"''','''"12.9"'''
'2014-01-11 12:00:00',22719,20.8,'''"16.2"''','''"60"''','''"12.8"'''
'2014-01-12 12:00:00',22719,20.1,'''"16.1"''','''"64"''','''"13.1"'''
'2014-01-13 12:00:00',22719,23.3,'''"18.9"''','''"64"''','''"16.1"'''
'2014-01-14 12:00:00',22719,20.2,'''"14.7"''','''"52"''','''"10"'''
'2014-01-15 12:00:00',22719,21.3,'''"16.3"''','''"57"''','''"12.5"'''
'2014-01-16 12:00:00',22719,18.5,'''"16.3"''','''"79"''','''"14.8"'''
'2014-01-17 12:00:00',22719,19.9,'''"15.4"''','''"60"''','''"11.9"'''
'2014-01-18 12:00:00',22719,20.1,'''"14.5"''','''"51"''','''"9.7"'''
'2014-01-19 12:00:00',22719,23.5,'''"17.4"''','''"52"''','''"13.1"'''
'2014-01-20 12:00:00',22719,20,'''"18"''','''"81"''','''"16.7"'''
'2014-01-21 12:00:00',22719,19.9,'''"18.9"''','''"90"''','''"18.2"'''
'2014-01-22 12:00:00',22719,22.9,'''"18.7"''','''"65"''','''"16"'''
'2014-01-23 12:00:00',22719,20.8,'''"15.8"''','''"57"''','''"12"'''
'2014-01-24 12:00:00',22719,21.5,'''"17.3"''','''"64"''','''"14.4"'''
'2014-01-25 12:00:00',22719,22.6,'''"16.1"''','''"48"''','''"11.1"'''
'2014-01-26 12:00:00',22719,21.1,'''"20"''','''"90"''','''"19.4"'''
'2014-01-27 12:00:00',22719,19.1,'''"13.9"''','''"53"''','''"9.3"'''
'2014-01-28 12:00:00',22719,18.6,'''"13.5"''','''"53"''','''"8.8"'''
'2014-01-29 12:00:00',22719,22.4,'''"16.4"''','''"51"''','''"11.8"'''
'2014-01-30 12:00:00',22719,21.1,'''"16.8"''','''"63"''','''"13.8"'''
'2014-01-31 12:00:00',22719,24.5,'''"16.6"''','''"41"''','''"10.4"'''
'2014-02-01 12:00:00',22719,22.7,'''"17.6"''','''"58"''','''"14"'''
'2014-02-02 12:00:00',22719,24.7,'''"15.8"''','''"35"''','''"8.2"'''
'2014-02-03 12:00:00',22719,24.3,'''"17.7"''','''"49"''','''"12.9"'''
'2014-02-04 12:00:00',22719,22.9,'''"17.4"''','''"55"''','''"13.4"'''
'2014-02-05 12:00:00',22719,24,'''"18.6"''','''"57"''','''"15"'''
'2014-02-06 12:00:00',22719,21.8,'''"16.7"''','''"57"''','''"12.9"'''
'2014-02-07 12:00:00',22719,21.7,'''"18.4"''','''"71"''','''"16.2"'''
'2014-02-08 12:00:00',22719,22.3,'''"19"''','''"72"''','''"17"'''
'2014-02-09 12:00:00',22719,23.3,'''"19.7"''','''"70"''','''"17.5"'''
'2014-02-10 12:00:00',22719,22.5,'''"17.3"''','''"57"''','''"13.6"'''
'2014-02-11 12:00:00',22719,21.4,'''"17.4"''','''"65"''','''"14.6"'''
'2014-02-12 12:00:00',22719,21.3,'''"17.4"''','''"66"''','''"14.7"'''
'2014-02-13 12:00:00',22719,20.8,'''"16.7"''','''"64"''','''"13.8"'''
'2014-02-14 12:00:00',22719,21.1,'''"16.6"''','''"61"''','''"13.3"'''
'2014-02-15 12:00:00',22719,21.6,'''"16.8"''','''"59"''','''"13.3"'''
'2014-02-16 12:00:00',22719,24.9,'''"18.6"''','''"52"''','''"14.4"'''
'2014-02-17 12:00:00',22719,24.8,'''"18.7"''','''"53"''','''"14.6"'''
'2014-02-18 12:00:00',22719,25.7,'''"19"''','''"50"''','''"14.5"'''
'2014-02-19 12:00:00',22719,24.5,'''"20.4"''','''"67"''','''"18"'''
'2014-02-20 12:00:00',22719,24.9,'''"20.3"''','''"64"''','''"17.6"'''
'2014-02-21 12:00:00',22719,26,'''"19.8"''','''"54"''','''"16"'''
'2014-02-22 12:00:00',22719,24.3,'''"21.6"''','''"78"''','''"20.2"'''
'2014-02-23 12:00:00',22719,22,'''"17.2"''','''"60"''','''"13.9"'''
'2014-02-24 12:00:00',22719,21.2,'''"13.4"''','''"36"''','''"5.6"'''
'2014-02-25 12:00:00',22719,20,'''"15.5"''','''"60"''','''"12"'''
'2014-02-26 12:00:00',22719,22.1,'''"17.8"''','''"64"''','''"15"'''
'2014-02-27 12:00:00',22719,23.5,'''"17.9"''','''"55"''','''"13.9"'''
'2014-02-28 12:00:00',22719,22.5,'''"18.6"''','''"67"''','''"16.1"'''
'2014-03-01 12:00:00',22719,18.7,'''"13.3"''','''"51"''','''"8.4"'''
'2014-03-02 12:00:00',22719,20.6,'''"15.4"''','''"55"''','''"11.3"'''
'2014-03-03 12:00:00',22719,18,'''"15.8"''','''"78"''','''"14.1"'''
'2014-03-04 12:00:00',22719,18.9,'''"13.9"''','''"54"''','''"9.4"'''
'2014-03-05 12:00:00',22719,16.8,'''"14.8"''','''"80"''','''"13.3"'''
'2014-03-06 12:00:00',22719,20.9,'''"16.2"''','''"59"''','''"12.6"'''
'2014-03-07 12:00:00',22719,23.6,'''"17"''','''"48"''','''"12"'''
'2014-03-08 12:00:00',22719,22.2,'''"17.3"''','''"59"''','''"13.8"'''
'2014-03-09 12:00:00',22719,20.8,'''"17.2"''','''"68"''','''"14.7"'''
'2014-03-10 12:00:00',22719,22.5,'''"18.1"''','''"63"''','''"15.1"'''
'2014-03-11 12:00:00',22719,23.4,'''"17.6"''','''"54"''','''"13.6"'''
'2014-03-12 12:00:00',22719,21.6,'''"17.4"''','''"64"''','''"14.5"'''
'2014-03-13 12:00:00',22719,24.1,'''"16.6"''','''"43"''','''"10.8"'''
'2014-03-14 12:00:00',22719,23,'''"16.6"''','''"49"''','''"11.7"'''
'2014-03-15 12:00:00',22719,20.8,'''"19.6"''','''"89"''','''"18.9"'''
'2014-03-16 12:00:00',22719,22.5,'''"19.3"''','''"73"''','''"17.4"'''
'2014-03-17 12:00:00',22719,22,'''"18.8"''','''"72"''','''"16.7"'''
'2014-03-18 12:00:00',22719,23.5,'''"19.6"''','''"68"''','''"17.3"'''
'2014-03-19 12:00:00',22719,22.5,'''"18.1"''','''"63"''','''"15.1"'''
'2014-03-20 12:00:00',22719,21.4,'''"17"''','''"62"''','''"13.8"'''
'2014-03-21 12:00:00',22719,23.2,'''"16.6"''','''"48"''','''"11.6"'''
'2014-03-22 12:00:00',22719,21.7,'''"15.1"''','''"46"''','''"9.6"'''
'2014-03-23 12:00:00',22719,23.7,'''"17.9"''','''"54"''','''"13.9"'''
'2014-03-24 12:00:00',22719,22.8,'''"17.7"''','''"58"''','''"14.1"'''
'2014-03-25 12:00:00',22719,20,'''"16.7"''','''"70"''','''"14.4"'''
'2014-03-26 12:00:00',22719,19.4,'''"12.9"''','''"43"''','''"6.5"'''
'2014-03-27 12:00:00',22719,20.2,'''"16.2"''','''"64"''','''"13.2"'''
'2014-03-28 12:00:00',22719,20.9,'''"16.5"''','''"62"''','''"13.4"'''
'2014-03-29 12:00:00',22719,21.2,'''"16.9"''','''"63"''','''"13.9"'''
'2014-03-30 12:00:00',22719,21.3,'''"16.6"''','''"60"''','''"13.2"'''
'2014-03-31 12:00:00',22719,23.2,'''"17.9"''','''"57"''','''"14.2"'''
'2014-04-01 12:00:00',22719,19.8,'''"17.4"''','''"78"''','''"15.9"'''
'2014-04-02 12:00:00',22719,22.8,'''"17.5"''','''"57"''','''"13.8"'''
'2014-04-03 12:00:00',22719,21.4,'''"18.1"''','''"71"''','''"15.9"'''
'2014-04-04 12:00:00',22719,21.6,'''"17.8"''','''"67"''','''"15.2"'''
'2014-04-05 12:00:00',22719,20.9,'''"17.2"''','''"67"''','''"14.6"'''
'2014-04-06 12:00:00',22719,22.2,'''"18.9"''','''"72"''','''"16.9"'''
'2014-04-07 12:00:00',22719,22.4,'''"19.4"''','''"74"''','''"17.6"'''
'2014-04-08 12:00:00',22719,22.3,'''"19.6"''','''"77"''','''"18.1"'''
'2014-04-09 12:00:00',22719,23.4,'''"19.9"''','''"71"''','''"17.8"'''
'2014-04-10 12:00:00',22719,22.4,'''"18.2"''','''"65"''','''"15.5"'''
'2014-04-11 12:00:00',22719,20.7,'''"18.2"''','''"77"''','''"16.5"'''
'2014-04-12 12:00:00',22719,21.2,'''"17.3"''','''"66"''','''"14.6"'''
'2014-04-13 12:00:00',22719,21.9,'''"16.4"''','''"54"''','''"12.2"'''
'2014-04-14 12:00:00',22719,20.9,'''"17.4"''','''"69"''','''"15"'''
'2014-04-15 12:00:00',22719,20.2,'''"17"''','''"71"''','''"14.8"'''
'2014-04-16 12:00:00',22719,21,'''"17.6"''','''"70"''','''"15.3"'''
'2014-04-17 12:00:00',22719,21.1,'''"19.8"''','''"88"''','''"19"'''
'2014-04-18 12:00:00',22719,22.2,'''"18.9"''','''"72"''','''"16.9"'''
'2014-04-19 12:00:00',22719,20.5,'''"17.9"''','''"76"''','''"16.1"'''
